,Country,year,Birth Rate,Business Tax Rate,CO2 Emissions,Days to Start Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound,GDP/Capita,Energy Usage/Capita,CO2 Emissions/Capita,Life Expectancy Combined,tsne_2
27,Brunei Darussalam,2006.0,0.019153846153846153,2.5820937519745755,8.097118579764196,4.348892501821647,11.57794205009782,14.694549302469564,0.02669230769230769,5.743196366805341,6.275117744054389,0.007846153846153846,0.3692307692307692,0.045899221031842595,79.15384615384616,75.38461538461539,0.7615384615384616,0.2827692307692308,0.6843076923076924,0.03292307692307692,19.766021518768348,0.7383076923076922,27.80969912651541,18.25046070422341,9.850583069803283,0.005999332001103587,0.006774143474857532,77.26923076923077,3
28,Bulgaria,2006.0,0.009615384615384616,2.6682489925374884,9.584317399970091,3.1988712187429416,15.743801681210556,15.127513637280089,0.072,5.141720546541205,8.781416913536207,0.013692307692307691,0.29230769230769227,0.07295598803610928,76.3076923076923,69.46153846153847,0.9153846153846155,0.13946153846153847,0.6840769230769231,0.1763846153846154,27.246272693958524,0.7092307692307691,33.68787973189653,19.332957539208575,8.16781615356141,0.0023044529358922663,0.004118180537931999,72.88461538461539,1
29,Burkina Faso,2006.0,0.04415384615384615,2.7627561981027275,6.6819248785184175,3.16419754547946,15.837551990111589,14.505827030906529,0.065,3.146481620466161,7.391177637444743,0.082,0.0,0.10604884198849754,53.92307692307692,52.30769230769231,0.16923076923076924,0.4633846153846154,0.5108461538461538,0.025692307692307695,28.897300394988605,0.22438461538461538,25.523898541140646,16.790810762759016,5.9599229196442405,0.0013808425128345916,9.662030223693483e-05,53.11538461538461,0
30,Burundi,2006.0,0.04384615384615384,3.4484492789159478,5.1308301924370685,2.490818627485742,15.710489047374656,13.90789157949933,0.08430769230769232,2.5138662640966256,6.587323062402354,0.07307692307692307,0.0,0.09976511783583361,52.15384615384615,49.30769230769231,0.06153846153846154,0.45615384615384613,0.5170769230769231,0.026769230769230767,27.40577511789189,0.09653846153846153,19.09806636093682,16.49973181079819,5.028786768892691,0.0021658646210568574,2.8326665777807782e-05,50.73076923076923,0
31,Cambodia,2006.0,0.026307692307692306,2.3709561178917675,7.39141831998723,4.206998602914016,12.273386222374013,14.589105134086816,0.06053846153846154,3.298989217304304,6.403172324975925,0.05230769230769231,0.0,0.1387608300433109,70.3076923076923,64.6923076923077,0.3076923076923077,0.35346153846153844,0.6012307692307692,0.04515384615384615,28.822878340421983,0.19315384615384618,31.180020560598336,17.422755250465972,6.206593857337395,0.0002955055035477907,0.00022702321390511958,67.5,0
32,Cameroon,2006.0,0.03984615384615385,2.8005736661841567,7.778104828614165,3.39610272751813,13.330142550234791,14.895564001348031,0.049,3.561546113407894,8.956328690251622,0.07646153846153846,0.015384615384615385,0.10197771323179884,53.69230769230769,51.76923076923077,0.22307692307692306,0.44146153846153846,0.5256153846153846,0.033,29.740312759273774,0.491,28.100534510550464,18.194891061061888,6.683364922128417,0.0003552026440800181,0.00025899034363806946,52.73076923076923,0
33,Canada,2006.0,0.011,2.709579955012146,11.460639699810601,1.518552618649666,22.742949669156683,16.313659421759834,0.10153846153846155,6.981953460724141,6.09406188550309,0.005,0.7,0.0384748471718089,82.6923076923077,78.0,0.5692307692307692,0.1753076923076923,0.6906923076923076,0.13438461538461538,31.37497728831642,0.8035384615384615,37.442165429263895,21.622331805723352,10.143613017756012,0.0061410606651982344,0.0064928227033557995,80.34615384615384,1
34,Cayman Islands,2006.0,0.014384615384615385,2.71813543385851,5.877273314253949,3.4732688763302653,10.836511464485373,14.034148129027537,0.04501538461538456,7.185508053643913,4.820329481543046,0.01461330769230766,0.5076923076923077,0.053809092632438514,79.19999999999999,74.1923076923077,1.3076923076923077,0.3117823787863472,0.6293139474755579,0.0589036737380949,15.52095087840685,1.0,29.68000748512876,17.34049484190739,10.188013922347363,0.013942096474673028,0.005603394709044728,76.69615384615385,3
35,Central African Republic,2006.0,0.03676923076923077,3.1813780100185416,5.176988834696379,2.9689462050269855,15.711937890766059,13.947513105861567,0.04092307692307692,2.635491272708625,8.475623144190372,0.10792307692307693,0.0,0.10197771323179884,47.61538461538461,44.30769230769231,0.08461538461538462,0.4146923076923077,0.5461538461538462,0.039538461538461536,25.548270077377317,0.3829230769230769,21.419231662475333,16.3394218598466,5.803924675681743,0.004016555163267922,5.963824036091235e-05,45.96153846153846,0
36,Chad,2006.0,0.049,2.980759040594939,5.5683079235346575,3.861143473121954,15.854715324817704,14.538867653738821,0.047538461538461536,2.951091611209549,9.165439454280294,0.09907692307692308,0.0,0.10197771323179884,49.23076923076923,47.53846153846154,0.1,0.49023076923076925,0.4834615384615385,0.02630769230769231,28.071629279551523,0.21838461538461537,23.649469406325828,16.76711067649059,6.302365157981547,0.0018458735100895607,3.562571698658841e-05,48.38461538461539,0
37,Chile,2006.0,0.015076923076923078,2.4574982475246934,9.8365773677403,3.0262500550412166,16.73315662910084,15.635107016296786,0.07046153846153845,5.6441562115502295,7.64926074146807,0.008,0.3538461538461538,0.06612210842954623,81.3076923076923,75.38461538461539,0.7692307692307693,0.24400000000000002,0.6727692307692308,0.0833076923076923,29.38078710583473,0.8763076923076922,32.61279538727195,19.27457462627748,8.800623389507182,0.00164373282575448,0.003005653030935268,78.34615384615384,1
38,China,2006.0,0.012307692307692308,2.9873841977394524,13.240761276288858,3.5148327904563987,29.329537071747982,16.63210439935294,0.048,4.425047843706745,8.985644458240746,0.019692307692307693,0.16923076923076924,0.048367536306673196,75.38461538461539,72.76923076923077,0.3923076923076923,0.20646153846153847,0.7156153846153845,0.07792307692307691,43.76163251961113,0.43846153846153846,39.344971033813884,21.934066217001618,7.687788453168632,0.0013810244153668562,0.0034121229072543754,74.07692307692308,4
39,Colombia,2006.0,0.021,3.025206483228831,9.836131829438738,3.4533713055267885,16.688393668782517,15.718793818073072,0.06215384615384616,5.006517785391304,7.828026805329642,0.017923076923076924,0.2,0.09437188023026237,76.3076923076923,68.84615384615384,0.5692307692307692,0.3038461538461539,0.643846153846154,0.05238461538461539,32.25942877757879,0.7386923076923076,32.694186190664766,19.503962956992787,8.112067206075102,0.0006302330867083931,0.001321445386665999,72.57692307692308,4
40,Comoros,2006.0,0.03823076923076923,3.4207248631708294,4.509850090929056,2.992328164175481,4.329765549272926,13.400910368170885,0.03969230769230769,3.104155644603997,5.788991590597122,0.06784615384615385,0.02307692307692308,0.07800654247920982,60.69230769230769,57.84615384615385,0.10769230769230768,0.41746153846153844,0.5526153846153847,0.029923076923076924,20.91920069884438,0.2794615384615385,23.81632895989015,15.242996142184767,6.34199688377368,6.147551315872286e-05,0.0001809894544458729,59.26923076923077,0
41,"Congo, Dem. Rep.",2006.0,0.045538461538461535,3.534945532448028,7.135017198765679,4.453314686508077,15.931260516182814,14.848671990145457,0.05815384615384615,2.3490324753380176,7.651365099030624,0.10230769230769231,0.0,0.1517785812741742,49.53846153846154,46.46153846153846,0.10769230769230768,0.45961538461538465,0.5120769230769231,0.028,33.0008551109746,0.37984615384615383,21.086691602781375,17.01647379709123,5.519247685493407,0.00036584995073225596,4.102097955918555e-05,48.0,0
42,"Congo, Rep.",2006.0,0.03884615384615385,2.923631759519885,6.719051256799435,4.108585613426306,9.856106204992576,14.581501158170225,0.02453846153846154,3.621696923805843,8.816136878997533,0.05730769230769231,0.02307692307692308,0.10197771323179884,56.23076923076923,53.61538461538461,0.3923076923076923,0.42153846153846153,0.5436923076923077,0.034923076923076925,25.300944921387384,0.6142307692307691,24.625895092309786,17.25986918491252,7.402515369280597,0.00031652368062416107,0.0003700466733974193,54.92307692307692,0
43,Costa Rica,2006.0,0.01730769230769231,2.8469184771782805,8.079327794727234,3.9536588657609033,12.228432915896967,15.026410239047792,0.08515384615384615,5.499797917445028,7.826491921704962,0.009384615384615384,0.2692307692307692,0.1138987475039087,81.0,76.38461538461539,0.3923076923076923,0.2743076923076923,0.6652307692307692,0.06053846153846154,25.752859363447467,0.6676923076923077,32.53745053448728,18.41861230067502,8.396887132892406,0.0008740580804838723,0.0014708321111728884,78.6923076923077,4
44,Cote d'Ivoire,2006.0,0.03692307692307692,2.755397162684585,8.01344349231026,3.6229855691544945,14.001849409362011,14.893689559444057,0.061153846153846156,3.80647218540232,7.391177637444743,0.08653846153846154,0.0,0.10011182376851636,48.76923076923077,47.23076923076923,0.37692307692307697,0.4206153846153846,0.5494615384615386,0.029923076923076924,29.599406531140396,0.4766153846153846,26.78039601889406,18.397102215722384,6.732464749490926,0.0004960581367815383,0.0003684982358923579,48.0,0
45,Croatia,2006.0,0.009538461538461539,2.3717276740944975,8.98824956668311,2.9748515548734193,13.896093358384963,15.237553822286536,0.0713846153846154,5.806952069451094,6.991112042747071,0.005615384615384615,0.36153846153846153,0.07653603465357742,79.0,72.15384615384616,0.8384615384615385,0.15946153846153846,0.6709230769230771,0.16984615384615387,25.76919267669723,0.5668461538461538,35.633644042072916,18.814523542999236,8.96490682627448,0.0018309865561610059,0.0036137764112187426,75.57692307692308,2
46,Cuba,2006.0,0.011153846153846153,2.749472935617928,9.220776728429055,3.3698427768167036,14.53166132172806,15.259366977264893,0.08446153846153846,5.308512934806359,7.941313833852214,0.005538461538461539,0.10769230769230768,0.08423358163072085,80.0,76.0,0.03076923076923077,0.1906153846153846,0.696076923076923,0.11323076923076923,28.304818769500983,0.7616923076923078,32.88571112030499,18.922656254123876,8.142201091723827,0.000980839756705794,0.0021985756506162175,78.0,4
47,Curacao,2006.0,0.013692307692307691,2.71813543385851,5.8760767249576045,3.4732688763302653,10.836511464485373,14.231419080671902,0.0646,6.7335940229124995,4.820329481543046,0.00906384615384613,0.38,0.053809092632438514,79.53846153846153,71.92307692307692,1.3923076923076922,0.21376923076923077,0.6643846153846155,0.12184615384615385,17.62545210585207,0.9038461538461539,28.87289154638098,17.648793993194506,9.664202735768736,0.009186482062903257,0.0029851213106041547,75.73076923076923,3
48,Cyprus,2006.0,0.01223076923076923,2.357446709868602,8.122973261273403,2.1115639503607424,11.133655855503472,14.897205926471539,0.06623076923076923,6.323402693405334,6.411443855496648,0.004,0.38461538461538464,0.0558676102350781,80.92307692307692,76.6923076923077,0.7153846153846154,0.19592307692307692,0.6946923076923077,0.10969230769230769,22.149644676365494,0.6809999999999999,33.20903374662378,19.0652999760891,9.409715949507701,0.0020654646504240522,0.004604064695443421,78.8076923076923,2
49,Czech Republic,2006.0,0.010076923076923077,2.7827855083114805,10.315961404816655,3.20788425120044,17.794031210432134,15.628682689549377,0.07,6.008302216542272,9.307513489261504,0.004230769230769231,0.4461538461538461,0.050066126250106695,79.61538461538461,73.38461538461539,1.0692307692307692,0.14915384615384614,0.7050769230769232,0.14576923076923076,28.06221453772793,0.7353846153846154,35.18227518701079,19.87775942277028,9.230895543193082,0.0036925131233477636,0.005767900955768446,76.5,1
50,Denmark,2006.0,0.011692307692307693,2.5626389807459464,9.620799839918854,1.928300150115992,15.722940819975184,15.821614456772226,0.10069230769230769,7.158129215474092,6.251788725504608,0.003923076923076923,0.7769230769230769,0.05739639850778784,80.38461538461539,76.0,1.0384615384615385,0.1839230769230769,0.659076923076923,0.157,26.331334813381808,0.8607692307692307,34.89250161131682,20.613606989343683,10.364885552252131,0.00310739410958934,0.005140931902796283,78.1923076923077,1
51,Djibouti,2006.0,0.028923076923076923,2.6638171807230226,5.769484676264594,3.4068081755826194,6.196541166496714,13.708933519838485,0.07246153846153845,3.976942525945034,5.258705894735147,0.0693076923076923,0.02307692307692308,0.07849063981938564,60.23076923076923,57.23076923076923,0.09230769230769233,0.3690769230769231,0.5966153846153847,0.03430769230769231,21.486186684379543,0.7681538461538462,22.22711693141695,15.474027642480984,6.812062022285158,0.00017515225782250874,0.0005758027445442926,58.73076923076923,2
52,Dominica,2006.0,0.014076923076923077,2.653365013009503,4.566393021580411,2.545578259650399,4.437486505152399,13.3858878079026,0.052000000000000005,5.072163528760597,6.261696453219109,0.012153846153846154,0.34615384615384615,0.07255719858513393,79.0,75.0,0.8769230769230769,0.3117823787863472,0.6293139474755579,0.0589036737380949,16.210958875052867,0.6691538461538461,25.736323303396993,15.072683025365627,8.382013621426607,0.000572548018529522,0.0015328366411237204,77.0,2
53,Dominican Republic,2006.0,0.02323076923076923,2.658929984289681,8.934533687568166,3.6526214615650514,13.489453904382824,15.159417673642219,0.05607692307692307,4.807030756637308,7.499037381160735,0.028538461538461537,0.17692307692307693,0.11615480706113437,75.07692307692308,68.92307692307692,0.5153846153846154,0.3267692307692308,0.6160769230769231,0.057076923076923074,27.827306239898984,0.6868461538461539,34.01291963866304,18.33983592009435,8.024914974855433,0.0007400432889512925,0.0018859355174469627,72.0,4
54,Ecuador,2006.0,0.023153846153846153,2.627950285794944,9.19753549417925,3.9897136181109962,14.397868153087371,15.250970909657557,0.06084615384615385,4.832254870342349,8.83558143517165,0.023615384615384614,0.13076923076923078,0.08079453560376301,77.76923076923077,72.0,0.5615384615384615,0.3236153846153846,0.6191538461538462,0.05730769230769231,28.919977536195237,0.6186153846153846,30.085517109319145,18.614467245723503,7.8927482688004815,0.0007448253930164522,0.0017759099394980252,74.88461538461539,4
55,"Egypt, Arab Rep.",2006.0,0.024153846153846154,2.7874184028255717,10.604236876067015,2.9326371889446228,18.710958182052142,15.618107496799412,0.05223076923076923,4.13328787389645,8.543079309630857,0.025384615384615387,0.16153846153846155,0.08526821230255058,72.07692307692308,67.38461538461539,0.4230769230769231,0.3269230769230769,0.6183846153846153,0.054538461538461536,33.84050529283118,0.42976923076923074,35.86669631535593,19.58113890116244,7.345341635151167,0.0008193465749422956,0.001999561484573083,69.73076923076923,4
56,El Salvador,2006.0,0.02153846153846154,2.6214139989035115,7.972892828806541,3.782299981441767,12.41272036886526,14.9014245132587,0.07076923076923078,4.794540339478223,7.681413103307401,0.01953846153846154,0.07692307692307693,0.09121303639825648,75.61538461538461,66.23076923076923,0.6923076923076923,0.34784615384615386,0.5886923076923076,0.06346153846153847,26.63433986463154,0.6216153846153846,30.234445967254377,17.895778073291684,7.774422939549982,0.0006937996429394863,0.0009687765380732102,70.92307692307692,4
57,Equatorial Guinea,2006.0,0.03776923076923077,2.739600975901736,7.667693900495644,4.503693091068087,10.037933963887522,14.59636593171608,0.02969230769230769,5.409703319692209,8.43807300022861,0.08476923076923078,0.02307692307692308,0.10197771323179884,51.0,48.46153846153846,0.2692307692307692,0.4052307692307692,0.5626923076923076,0.032,20.935992772066925,0.38992307692307693,22.556139882601297,15.944250933564318,9.093250988057564,0.0019245340798962581,0.004499867385283527,49.73076923076923,0
58,Eritrea,2006.0,0.03930769230769231,3.0393797396723405,5.9631091494021735,4.11618303210979,8.975571776687628,13.921598543756604,0.03292307692307692,2.1672314956605714,7.017266012207621,0.04630769230769231,0.0,0.10034632112966788,61.46153846153846,56.76923076923077,0.007692307692307693,0.4401538461538461,0.5398461538461539,0.02,26.11254213323396,0.19307692307692306,25.09371874888029,16.356721120221362,5.510149331963771,0.00014912604538125303,0.00012099007023935146,59.11538461538461,0
59,Estonia,2006.0,0.010846153846153846,2.812894480819601,8.770128549504694,3.390698732255342,12.798362389229133,14.838845601611844,0.054538461538461536,5.666128869615316,5.469434719757983,0.005538461538461538,0.5846153846153845,0.05382384512125361,78.61538461538461,67.76923076923077,1.0538461538461539,0.15869230769230772,0.6736923076923078,0.16776923076923078,22.779629465056807,0.6860769230769231,31.569613535212344,18.527977279248596,9.038142968940786,0.0033930777830528456,0.005952350596548752,73.1923076923077,1
60,Ethiopia,2006.0,0.038307692307692306,2.554795008076746,7.878529922326212,3.1735825273252116,16.82761750002087,14.920062742495796,0.04415384615384615,2.275718307118155,7.000665698246681,0.06653846153846153,0.0,0.06273983154612785,58.84615384615385,56.61538461538461,0.038461538461538464,0.45561538461538464,0.5126153846153846,0.03184615384615385,34.06196166259377,0.16138461538461538,30.816518649517082,17.045965814767957,5.353840288638848,0.0003762510787677101,7.179494724471729e-05,57.73076923076923,0
